date,agent_id,agent_name,team,scheduled_hours,worked_hours,adherence_percent,occupancy_percent,absent_flag,calls_offered,calls_handled,calls_abandoned,aht_seconds,acw_seconds,hold_seconds,asa_seconds,service_level_percent,chats_offered,chats_handled,chat_duration_seconds,chat_sla_percent,chat_transfers,tickets_received,tickets_resolved,backlog_start,backlog_end,ticket_sla_percent,fcr_percent
2024-01-08,Agent_009,Agent_009,Support B,8.0,0.0,0.75,0.55,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0.0
2024-01-08,Agent_010,Agent_010,Support B,8.0,7.57,0.9253,0.7486,0,30,25,4,420,24,34,30,0.7465,18,15,506,0.5567,4,6,5,29,30,0.9377,0.9147
2024-01-08,Agent_011,Agent_011,Billing,6.0,0.0,0.75,0.55,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0.0
2024-01-08,Agent_012,Agent_012,Billing,8.0,7.54,0.9792,0.7999,0,50,45,5,380,75,31,27,0.76,6,5,559,0.5673,0,10,10,13,13,0.99,0.7486
2024-01-08,Agent_013,Agent_013,Billing,9.0,8.8,0.9081,0.7734,0,39,37,0,258,61,54,29,0.8018,14,13,532,0.5504,1,19,17,9,11,0.8115,0.96
2024-01-08,Agent_014,Agent_014,Billing,6.0,5.63,0.9652,0.8005,0,39,33,6,356,22,59,18,0.7352,28,25,571,0.55,0,13,13,28,28,0.9057,0.8782
2024-01-08,Agent_015,Agent_015,Billing,8.0,0.0,0.75,0.55,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0.0
2024-01-08,Agent_016,Agent_016,Tech Support,8.0,7.31,1.02,0.8168,0,32,28,4,325,41,53,19,0.7698,18,15,459,0.5567,2,10,10,18,18,0.9067,0.8603
2024-01-08,Agent_017,Agent_017,Tech Support,8.0,7.68,0.8482,0.9254,0,56,48,7,421,27,17,45,0.6466,15,14,423,0.6856,1,18,15,27,30,0.9315,0.7857
2024-01-08,Agent_018,Agent_018,Tech Support,8.0,7.79,0.9191,0.8117,0,43,38,5,274,19,45,31,0.6094,28,24,325,0.6076,2,24,22,6,8,0.8974,0.7635
2024-01-08,Agent_019,Agent_019,Tech Support,8.0,7.26,0.8889,0.9103,0,51,45,5,345,23,55,15,0.846,27,25,386,0.5553,2,20,19,25,26,0.9028,0.8349
2024-01-08,Agent_020,Agent_020,Tech Support,8.0,7.53,0.9524,0.7022,0,46,39,5,324,37,69,25,0.847,11,10,502,0.55,0,15,14,14,15,0.9469,0.7118
2024-01-09,Agent_001,Agent_001,Support A,8.0,7.59,1.002,0.9177,0,59,56,1,356,41,55,18,0.6828,28,26,474,0.6454,1,12,11,25,26,0.9342,0.7156
2024-01-09,Agent_002,Agent_002,Support A,9.0,8.2,0.9491,0.7633,0,28,26,0,342,60,38,24,0.6791,12,11,306,0.7389,0,13,11,29,31,0.8384,0.7925
2024-01-09,Agent_003,Agent_003,Support A,7.0,6.55,0.9868,0.7948,0,20,17,3,334,23,46,24,0.7903,25,23,444,0.5714,1,13,13,22,22,0.8409,0.6927
2024-01-09,Agent_004,Agent_004,Support A,8.0,7.58,0.9151,0.8533,0,22,20,2,342,55,34,32,0.6845,16,14,482,0.55,1,17,16,17,18,0.7857,0.6008
2024-01-09,Agent_005,Agent_005,Support A,8.0,7.51,0.9209,0.6841,0,24,21,1,391,75,54,19,0.7789,21,19,597,0.55,1,17,14,6,9,0.9857,0.7577
2024-01-09,Agent_006,Agent_006,Support B,8.0,8.1,0.8611,0.8704,0,76,69,6,328,41,88,16,0.7675,22,21,205,0.8203,2,11,11,6,6,0.99,0.96
2024-01-09,Agent_007,Agent_007,Support B,9.0,9.12,0.9496,0.9253,0,41,35,5,401,26,32,19,0.8296,15,13,462,0.5786,0,7,6,6,7,0.7947,0.6946
2024-01-09,Agent_008,Agent_008,Support B,6.0,5.53,0.9248,0.7613,0,32,29,3,360,40,62,5,0.8548,27,23,423,0.6307,4,12,11,20,21,0.9528,0.7808
2024-01-09,Agent_009,Agent_009,Support B,8.0,8.09,0.9099,0.7242,0,47,41,6,230,10,62,22,0.8126,20,17,356,0.7489,3,9,8,22,23,0.7522,0.7734
2024-01-09,Agent_010,Agent_010,Support B,8.0,7.52,0.9276,0.867,0,26,24,0,366,39,50,16,0.7674,7,6,294,0.7006,0,19,15,21,25,0.9789,0.8978
2024-01-09,Agent_011,Agent_011,Billing,8.0,7.25,0.9593,0.883,0,33,31,2,215,31,64,24,0.8334,21,18,497,0.6596,1,9,9,13,13,0.8704,0.7156
2024-01-09,Agent_012,Agent_012,Billing,8.0,7.31,1.02,0.7747,0,32,29,3,350,43,74,18,0.6968,23,21,454,0.5911,0,12,12,21,21,0.99,0.6261
2024-01-09,Agent_013,Agent_013,Billing,7.0,6.63,0.9044,0.911,0,50,42,7,225,42,21,40,0.5638,28,25,433,0.5987,3,22,19,16,19,0.9543,0.792
2024-01-09,Agent_014,Agent_014,Billing,8.0,7.49,1.02,0.7946,0,61,56,3,285,41,41,38,0.737,24,23,354,0.6775,2,13,11,16,18,0.8477,0.8232
2024-01-09,Agent_015,Agent_015,Billing,8.0,8.16,0.9925,0.8464,0,45,40,3,266,10,78,35,0.7528,7,6,418,0.55,0,14,11,16,19,0.8345,0.8702
2024-01-09,Agent_016,Agent_016,Tech Support,8.0,8.14,0.8987,0.814,0,69,66,1,380,15,40,31,0.8037,21,18,498,0.55,1,7,7,10,10,0.9503,0.84
2024-01-09,Agent_017,Agent_017,Tech Support,9.0,9.04,0.9221,0.913,0,57,49,7,298,31,83,29,0.7388,15,13,454,0.5773,1,18,14,28,32,0.9665,0.6796
2024-01-09,Agent_018,Agent_018,Tech Support,8.0,7.61,0.9537,0.8412,0,49,41,6,315,41,42,24,0.7593,17,14,233,0.7164,1,16,16,25,25,0.9021,0.7496
2024-01-09,Agent_019,Agent_019,Tech Support,8.0,7.86,0.8966,0.6841,0,79,74,4,277,54,81,39,0.7084,18,16,454,0.5653,1,7,5,29,31,0.9409,0.8562
2024-01-09,Agent_020,Agent_020,Tech Support,8.0,7.79,0.9254,0.903,0,53,48,4,295,45,29,12,0.8036,9,7,504,0.5852,0,23,20,5,8,0.9684,0.7444
2024-01-10,Agent_001,Agent_001,Support A,8.0,7.43,1.0102,0.7946,0,68,63,5,301,51,75,21,0.7809,23,20,522,0.55,1,21,18,1,4,0.8816,0.8381
2024-01-10,Agent_002,Agent_002,Support A,8.0,7.24,0.9236,0.7094,0,62,57,4,337,36,68,33,0.7812,11,9,443,0.677,3,23,19,26,30,0.9095,0.8281
2024-01-10,Agent_003,Agent_003,Support A,8.0,7.23,0.8663,0.98,0,37,34,1,432,38,23,29,0.7706,19,16,461,0.55,0,19,19,27,27,0.8917,0.751
2024-01-10,Agent_004,Agent_004,Support A,7.0,6.79,0.9341,0.7641,0,74,71,1,272,48,55,18,0.8214,17,15,629,0.55,2,10,8,7,9,0.9006,0.798
2024-01-10,Agent_005,Agent_005,Support A,7.0,6.34,0.882,0.7946,0,42,40,1,390,42,20,35,0.8119,11,9,381,0.5926,2,13,11,12,14,0.9226,0.7629
2024-01-10,Agent_006,Agent_006,Support B,8.0,7.66,0.9784,0.8275,0,72,66,4,455,35,35,33,0.6732,5,4,392,0.5852,0,11,9,18,20,0.9456,0.7731
2024-01-10,Agent_007,Agent_007,Support B,7.0,7.01,0.9633,0.7436,0,38,35,1,328,33,73,17,0.8628,15,12,599,0.55,1,11,10,6,7,0.77,0.7628
2024-01-10,Agent_008,Agent_008,Support B,7.0,7.08,0.9637,0.7902,0,34,28,5,323,41,66,16,0.8481,7,6,351,0.6867,0,8,8,8,8,0.9064,0.7711
2024-01-10,Agent_009,Agent_009,Support B,9.0,8.84,0.9345,0.9011,0,46,41,3,296,46,62,30,0.7505,22,20,404,0.6518,4,21,17,1,5,0.9268,0.7302
2024-01-10,Agent_010,Agent_010,Support B,8.0,7.84,0.9112,0.8223,0,73,66,6,338,46,60,39,0.6776,10,9,440,0.5829,0,5,4,19,20,0.7879,0.688
2024-01-10,Agent_011,Agent_011,Billing,7.0,7.09,0.9842,0.6457,0,50,46,4,405,35,48,31,0.7923,17,14,537,0.5717,0,19,18,10,11,0.8446,0.7831
2024-01-10,Agent_012,Agent_012,Billing,8.0,7.41,1.02,0.809,0,60,54,5,287,49,53,45,0.6701,29,26,539,0.6631,3,24,20,5,9,0.9601,0.7867
2024-01-10,Agent_013,Agent_013,Billing,9.0,9.15,0.946,0.6894,0,24,20,4,371,25,60,23,0.7581,13,12,273,0.6649,2,21,18,18,21,0.8445,0.7582
2024-01-10,Agent_014,Agent_014,Billing,7.0,0.0,0.75,0.55,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0.0
2024-01-10,Agent_015,Agent_015,Billing,8.0,7.23,0.9135,0.8898,0,43,39,3,253,56,1,30,0.8612,14,13,286,0.7638,0,20,20,10,10,0.9131,0.6184
2024-01-10,Agent_016,Agent_016,Tech Support,9.0,8.9,0.935,0.6984,0,20,18,2,213,32,68,11,0.7783,17,14,391,0.5881,0,24,20,27,31,0.8029,0.829
2024-01-10,Agent_017,Agent_017,Tech Support,8.0,8.02,0.9932,0.8055,0,77,70,5,422,44,59,16,0.8566,7,5,444,0.6066,0,22,18,21,25,0.8852,0.9226
2024-01-10,Agent_018,Agent_018,Tech Support,8.0,7.58,0.9138,0.7729,0,45,38,7,231,36,38,13,0.8525,17,15,442,0.5771,0,12,9,3,6,0.8204,0.7635
2024-01-10,Agent_019,Agent_019,Tech Support,9.0,8.12,0.9407,0.7347,0,79,69,10,355,39,42,23,0.7098,15,13,438,0.5632,0,11,9,4,6,0.9327,0.7074
2024-01-10,Agent_020,Agent_020,Tech Support,8.0,7.47,0.8852,0.797,0,30,26,2,438,16,58,13,0.8416,24,21,506,0.55,1,17,15,6,8,0.9082,0.7974
2024-01-11,Agent_001,Agent_001,Support A,6.0,5.97,0.9047,0.8049,0,26,22,4,252,46,37,39,0.742,5,4,540,0.55,0,19,20,5,4,0.99,0.7284
2024-01-11,Agent_002,Agent_002,Support A,9.0,9.17,0.9462,0.8609,0,41,39,1,307,30,20,40,0.6016,25,22,443,0.5763,1,5,4,9,10,0.8644,0.8929
2024-01-11,Agent_003,Agent_003,Support A,8.0,0.0,0.75,0.55,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0.0
2024-01-11,Agent_004,Agent_004,Support A,8.0,7.39,0.9533,0.8292,0,47,43,3,410,44,44,24,0.8884,19,16,383,0.563,3,22,22,14,14,0.8768,0.8136
2024-01-11,Agent_005,Agent_005,Support A,6.0,0.0,0.75,0.55,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0.0
2024-01-11,Agent_006,Agent_006,Support B,7.0,6.52,0.9373,0.8625,0,77,71,5,268,75,73,21,0.8571,15,14,258,0.7466,2,9,9,21,21,0.8563,0.7899
2024-01-11,Agent_007,Agent_007,Support B,8.0,7.71,0.9037,0.8554,0,44,37,7,337,23,54,19,0.8425,12,11,361,0.7134,0,20,17,12,15,0.8628,0.7959
2024-01-11,Agent_008,Agent_008,Support B,8.0,7.61,0.987,0.8097,0,78,69,9,309,42,38,40,0.7174,12,11,439,0.55,0,13,12,2,3,0.8527,0.7692
2024-01-11,Agent_009,Agent_009,Support B,8.0,7.82,0.9069,0.8021,0,61,52,7,414,45,59,23,0.807,20,18,596,0.5777,2,24,25,11,10,0.9659,0.8545
2024-01-11,Agent_010,Agent_010,Support B,8.0,7.9,0.8868,0.8389,0,35,31,2,190,47,45,31,0.8532,16,15,419,0.5803,1,7,6,3,4,0.8596,0.7961
2024-01-11,Agent_011,Agent_011,Billing,7.0,7.07,0.943,0.6952,0,68,57,10,180,41,20,22,0.7715,8,6,469,0.5543,1,17,16,22,23,0.9042,0.7666
2024-01-11,Agent_012,Agent_012,Billing,6.0,6.05,0.9066,0.7511,0,79,71,6,344,44,55,49,0.6435,23,20,354,0.6741,1,15,15,16,16,0.9372,0.8001
2024-01-11,Agent_013,Agent_013,Billing,8.0,7.35,0.9544,0.7057,0,79,72,5,325,53,53,16,0.8407,17,16,497,0.5771,1,19,17,5,7,0.9481,0.7557
2024-01-11,Agent_014,Agent_014,Billing,7.0,7.12,0.9031,0.85,0,36,33,3,325,57,60,14,0.8231,18,16,355,0.7268,2,17,15,21,23,0.9582,0.8715
2024-01-11,Agent_015,Agent_015,Billing,8.0,0.0,0.75,0.55,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0.0
2024-01-11,Agent_016,Agent_016,Tech Support,7.0,6.79,1.0057,0.8468,0,34,30,2,267,46,0,34,0.7431,8,7,224,0.7739,1,8,7,11,12,0.8762,0.8464
2024-01-11,Agent_017,Agent_017,Tech Support,6.0,5.84,0.9488,0.8109,0,22,21,0,406,39,18,17,0.8344,24,21,507,0.5943,1,20,18,21,23,0.9113,0.7096
2024-01-11,Agent_018,Agent_018,Tech Support,6.0,5.97,0.9584,0.9577,0,43,40,2,253,10,22,35,0.7354,20,17,180,0.7646,0,13,14,3,2,0.8359,0.7313
2024-01-11,Agent_019,Agent_019,Tech Support,6.0,6.07,0.9053,0.6899,0,70,67,1,291,35,44,5,0.8801,16,14,283,0.6857,1,8,8,27,27,0.8215,0.8746
2024-01-11,Agent_020,Agent_020,Tech Support,8.0,7.46,0.898,0.906,0,30,27,2,338,46,38,18,0.7587,13,11,479,0.6042,2,10,10,4,4,0.8234,0.7512
2024-01-12,Agent_001,Agent_001,Support A,6.0,5.81,0.8985,0.7464,0,70,62,8,293,48,30,33,0.6455,5,4,288,0.712,0,12,10,12,14,0.8236,0.6099
2024-01-12,Agent_002,Agent_002,Support A,8.0,8.02,0.9782,0.8647,0,46,39,6,315,46,87,27,0.6328,11,10,379,0.6569,0,23,24,9,8,0.9186,0.9129
2024-01-12,Agent_003,Agent_003,Support A,7.0,6.42,0.9581,0.7569,0,35,31,2,404,67,53,20,0.8354,23,19,381,0.633,4,23,20,6,9,0.8075,0.8809
2024-01-12,Agent_004,Agent_004,Support A,8.0,7.6,0.965,0.8807,0,58,55,3,323,45,90,31,0.7644,15,13,342,0.6679,2,20,19,24,25,0.903,0.8536
2024-01-12,Agent_005,Agent_005,Support A,7.0,6.74,0.9446,0.7143,0,72,69,2,245,46,63,39,0.6891,9,7,411,0.6553,2,10,10,10,10,0.9872,0.9251
2024-01-12,Agent_006,Agent_006,Support B,9.0,8.31,0.8841,0.8413,0,39,36,3,394,45,59,17,0.8123,17,14,489,0.6768,2,9,9,19,19,0.9501,0.7402
2024-01-12,Agent_007,Agent_007,Support B,7.0,6.72,0.9693,0.8516,0,46,43,3,335,69,46,24,0.7386,12,11,218,0.756,1,20,18,25,27,0.7939,0.7982
2024-01-12,Agent_008,Agent_008,Support B,8.0,7.67,0.8748,0.9032,0,61,56,4,389,37,41,30,0.7743,6,5,350,0.6321,1,13,12,6,7,0.8729,0.8759
2024-01-12,Agent_009,Agent_009,Support B,8.0,7.74,0.8454,0.8228,0,57,50,5,277,58,14,29,0.7419,6,5,475,0.55,1,18,18,11,11,0.8404,0.7623
2024-01-12,Agent_010,Agent_010,Support B,7.0,6.63,0.954,0.8799,0,29,26,3,358,43,38,26,0.8841,12,10,498,0.6202,2,20,19,25,26,0.9234,0.8407
2024-01-12,Agent_011,Agent_011,Billing,6.0,5.92,0.9245,0.9093,0,72,69,3,248,23,39,5,0.8736,13,12,627,0.55,3,10,8,21,23,0.8842,0.7923
2024-01-12,Agent_012,Agent_012,Billing,8.0,7.34,0.9265,0.7005,0,57,49,6,255,39,27,31,0.7524,21,18,522,0.55,1,24,24,19,19,0.9814,0.6783
2024-01-12,Agent_013,Agent_013,Billing,7.0,6.52,0.9502,0.6794,0,45,41,3,348,24,38,35,0.7021,9,7,291,0.7403,0,21,22,2,1,0.9646,0.7163
2024-01-12,Agent_014,Agent_014,Billing,8.0,7.86,0.9316,0.8343,0,49,46,1,347,24,66,23,0.7911,7,6,401,0.5964,1,20,20,0,0,0.8329,0.8993
2024-01-12,Agent_015,Agent_015,Billing,8.0,7.75,1.0057,0.7543,0,21,17,4,374,18,47,13,0.9076,19,16,607,0.55,3,10,9,5,6,0.99,0.86
2024-01-12,Agent_016,Agent_016,Tech Support,6.0,5.76,0.9044,0.7499,0,30,26,2,428,28,38,35,0.799,15,14,362,0.6896,1,22,19,26,29,0.8577,0.8427
2024-01-12,Agent_017,Agent_017,Tech Support,9.0,9.15,1.0002,0.7871,0,21,20,0,406,37,44,36,0.7017,15,14,238,0.7283,1,18,19,15,14,0.8704,0.7516
2024-01-12,Agent_018,Agent_018,Tech Support,8.0,7.95,0.9834,0.9391,0,72,69,2,330,25,46,51,0.6196,26,24,526,0.55,4,14,14,6,6,0.99,0.7288
2024-01-12,Agent_019,Agent_019,Tech Support,8.0,8.0,0.9194,0.94,0,60,53,7,331,48,77,32,0.8196,20,19,430,0.6313,1,23,25,15,13,0.8503,0.7294
2024-01-12,Agent_020,Agent_020,Tech Support,9.0,8.8,0.957,0.7004,0,34,28,6,180,59,90,28,0.8198,19,18,470,0.6272,2,13,11,8,10,0.8638,0.7484
2024-01-13,Agent_001,Agent_001,Support A,8.0,7.7,0.8963,0.8772,0,57,50,7,355,18,58,39,0.6702,23,21,453,0.6097,0,7,6,5,6,0.8347,0.8957
2024-01-13,Agent_002,Agent_002,Support A,8.0,7.61,0.9812,0.8406,0,29,25,2,225,15,71,22,0.9427,7,6,540,0.55,0,24,24,17,17,0.8373,0.7837
2024-01-13,Agent_003,Agent_003,Support A,9.0,8.98,0.9722,0.8256,0,34,31,1,455,48,73,18,0.8826,21,19,473,0.6479,3,17,18,7,6,0.8818,0.7968
2024-01-13,Agent_004,Agent_004,Support A,8.0,7.34,0.9916,0.881,0,28,24,4,180,40,41,5,0.9022,26,22,331,0.6483,2,21,21,28,28,0.9482,0.8786
2024-01-13,Agent_005,Agent_005,Support A,7.0,6.51,1.0108,0.8408,0,63,61,0,254,53,70,41,0.6792,23,21,486,0.55,2,22,20,27,29,0.8606,0.825
2024-01-13,Agent_006,Agent_006,Support B,6.0,5.93,0.9573,0.7473,0,21,19,2,269,42,66,22,0.8311,15,13,296,0.7156,1,7,6,26,27,0.9144,0.756
2024-01-13,Agent_007,Agent_007,Support B,6.0,5.9,0.9926,0.8766,0,27,25,1,287,50,24,19,0.7912,6,5,448,0.6354,0,20,21,8,7,0.9152,0.7193
2024-01-13,Agent_008,Agent_008,Support B,7.0,6.78,0.954,0.7675,0,74,62,11,239,32,23,5,0.7975,23,19,587,0.55,2,18,18,22,22,0.8875,0.8655
2024-01-13,Agent_009,Agent_009,Support B,8.0,8.0,0.9922,0.7648,0,25,23,2,257,10,41,30,0.711,23,19,303,0.78,2,12,12,16,16,0.8376,0.7328
2024-01-13,Agent_010,Agent_010,Support B,9.0,9.11,0.9581,0.7578,0,24,22,2,358,32,63,36,0.7743,5,4,459,0.6477,1,19,19,13,13,0.99,0.8102
2024-01-13,Agent_011,Agent_011,Billing,8.0,7.43,0.9532,0.8599,0,26,22,3,279,24,43,17,0.8153,24,22,464,0.5969,5,9,7,8,10,0.8985,0.7835
2024-01-13,Agent_012,Agent_012,Billing,7.0,6.31,0.9171,0.7923,0,31,29,2,344,57,15,35,0.8137,8,7,242,0.7597,0,14,13,1,2,0.9509,0.769
2024-01-13,Agent_013,Agent_013,Billing,8.0,7.71,0.9641,0.8213,0,77,69,8,311,33,10,10,0.8572,25,22,337,0.6579,0,23,21,25,27,0.7222,0.9549
2024-01-13,Agent_014,Agent_014,Billing,8.0,7.87,0.9238,0.9661,0,40,35,4,228,36,45,15,0.8037,20,18,491,0.5899,1,11,9,17,19,0.9772,0.8436
2024-01-13,Agent_015,Agent_015,Billing,8.0,7.62,0.963,0.9505,0,23,21,1,444,39,58,14,0.7724,22,18,497,0.5509,1,6,5,13,14,0.8358,0.7997
2024-01-13,Agent_016,Agent_016,Tech Support,8.0,7.66,0.9472,0.7583,0,67,62,4,382,62,66,5,0.9071,15,12,460,0.5531,0,19,19,23,23,0.9264,0.6136
2024-01-13,Agent_017,Agent_017,Tech Support,8.0,7.88,0.9319,0.7666,0,48,43,3,271,74,37,38,0.7755,18,15,479,0.5665,0,16,15,25,26,0.9286,0.7969
2024-01-13,Agent_018,Agent_018,Tech Support,9.0,8.76,0.9336,0.639,0,26,23,3,348,28,40,25,0.7663,22,19,415,0.6402,3,17,15,13,15,0.951,0.8177
2024-01-13,Agent_019,Agent_019,Tech Support,8.0,7.25,0.902,0.8507,0,39,37,2,347,37,45,41,0.609,25,21,334,0.6414,1,19,16,2,5,0.9185,0.8699
2024-01-13,Agent_020,Agent_020,Tech Support,8.0,7.28,0.9342,0.8453,0,26,24,0,323,23,41,52,0.6612,21,19,279,0.6433,1,19,16,2,5,0.9449,0.96
2024-01-14,Agent_001,Agent_001,Support A,7.0,7.03,0.9188,0.8747,0,60,56,4,433,48,75,33,0.6803,21,18,402,0.5536,1,15,16,12,11,0.8226,0.8547
2024-01-14,Agent_002,Agent_002,Support A,8.0,7.73,0.9836,0.849,0,71,67,4,328,30,65,18,0.7758,22,18,336,0.55,0,18,19,10,9,0.886,0.8245
2024-01-14,Agent_003,Agent_003,Support A,8.0,7.44,0.9246,0.741,0,53,49,4,346,57,52,32,0.818,9,8,403,0.63,0,7,5,14,16,0.7595,0.8352
2024-01-14,Agent_004,Agent_004,Support A,8.0,7.4,0.9703,0.9131,0,77,71,6,341,24,43,29,0.8227,25,24,313,0.6934,0,15,12,23,26,0.8171,0.6955
2024-01-14,Agent_005,Agent_005,Support A,7.0,7.05,1.0033,0.7787,0,45,40,4,347,44,41,7,0.8034,6,5,531,0.5914,0,19,15,17,21,0.9166,0.7701
2024-01-14,Agent_006,Agent_006,Support B,7.0,7.0,0.8782,0.7273,0,29,27,2,230,40,82,11,0.8185,22,19,376,0.6599,0,12,12,23,23,0.907,0.6989
2024-01-14,Agent_007,Agent_007,Support B,8.0,7.86,0.8926,0.7965,0,77,66,10,255,41,33,37,0.6442,14,13,462,0.55,1,14,14,24,24,0.8371,0.7739
2024-01-14,Agent_008,Agent_008,Support B,9.0,8.57,0.8552,0.9089,0,44,37,7,299,32,63,41,0.6404,20,17,419,0.5781,0,15,15,13,13,0.8037,0.7259
2024-01-14,Agent_009,Agent_009,Support B,8.0,7.44,1.002,0.904,0,36,31,4,269,45,59,20,0.9183,16,13,519,0.6668,1,12,9,17,20,0.99,0.7662
2024-01-14,Agent_010,Agent_010,Support B,8.0,7.9,0.9069,0.8578,0,23,22,0,336,47,65,14,0.8898,15,13,427,0.685,0,13,11,10,12,0.809,0.7719
2024-01-14,Agent_011,Agent_011,Billing,8.0,7.88,1.0025,0.9032,0,51,46,4,354,47,45,39,0.7186,7,6,520,0.55,1,6,5,8,9,0.9131,0.7405
2024-01-14,Agent_012,Agent_012,Billing,8.0,7.75,0.9028,0.7241,0,52,50,2,360,41,56,27,0.8275,16,15,309,0.6292,1,11,10,15,16,0.7487,0.6677
2024-01-14,Agent_013,Agent_013,Billing,8.0,7.73,0.8927,0.8666,0,21,19,1,281,48,41,20,0.8386,12,11,412,0.6922,1,20,20,20,20,0.9795,0.7105
2024-01-14,Agent_014,Agent_014,Billing,8.0,8.14,0.8964,0.8571,0,46,41,3,333,47,12,23,0.7597,23,19,357,0.6732,1,14,14,11,11,0.8872,0.8559
2024-01-14,Agent_015,Agent_015,Billing,8.0,8.13,0.9793,0.7177,0,43,39,2,420,43,66,26,0.843,26,24,355,0.6567,5,23,21,21,23,0.9667,0.8022
2024-01-14,Agent_016,Agent_016,Tech Support,9.0,8.43,1.02,0.6881,0,41,39,0,339,18,52,45,0.6316,8,6,280,0.7852,2,17,18,26,25,0.8197,0.8453
2024-01-14,Agent_017,Agent_017,Tech Support,6.0,6.11,0.952,0.6798,0,52,46,6,185,46,38,46,0.6656,23,20,538,0.55,2,13,13,0,0,0.8387,0.7154
2024-01-14,Agent_018,Agent_018,Tech Support,8.0,7.97,0.9628,0.818,0,31,27,3,329,39,79,35,0.7066,12,11,333,0.7642,0,15,12,21,24,0.9607,0.777
2024-01-14,Agent_019,Agent_019,Tech Support,8.0,7.33,0.9359,0.8921,0,39,34,3,327,40,38,6,0.8797,28,26,541,0.6118,5,18,15,0,3,0.8242,0.801
2024-01-14,Agent_020,Agent_020,Tech Support,8.0,7.71,0.9887,0.7996,0,79,69,9,331,66,47,23,0.8355,13,12,325,0.6481,3,10,8,9,11,0.8495,0.8629
2024-01-15,Agent_001,Agent_001,Support A,7.0,6.66,0.959,0.973,0,48,43,4,276,58,52,16,0.7433,15,13,470,0.6703,0,23,20,27,30,0.8761,0.8852
2024-01-15,Agent_002,Agent_002,Support A,6.0,0.0,0.75,0.55,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0.0
2024-01-15,Agent_003,Agent_003,Support A,8.0,8.06,0.9552,0.7278,0,42,39,2,313,27,49,14,0.8773,17,15,511,0.6272,1,12,9,8,11,0.7884,0.8984
2024-01-15,Agent_004,Agent_004,Support A,9.0,9.0,0.9084,0.7959,0,20,17,1,306,41,61,37,0.7314,20,17,281,0.6273,5,16,14,22,24,0.8932,0.7988
2024-01-15,Agent_005,Agent_005,Support A,7.0,6.42,0.9897,0.9322,0,53,45,6,314,15,65,33,0.6841,19,18,497,0.5717,2,20,21,11,10,0.8536,0.7844
2024-01-15,Agent_006,Agent_006,Support B,8.0,8.02,0.9238,0.7275,0,31,27,2,256,44,48,22,0.7735,16,14,380,0.7189,4,15,13,6,8,0.9488,0.7009
2024-01-15,Agent_007,Agent_007,Support B,8.0,7.32,0.9734,0.8146,0,64,57,5,295,38,22,17,0.8054,13,11,475,0.5631,2,9,9,3,3,0.8248,0.81
2024-01-15,Agent_008,Agent_008,Support B,8.0,7.39,0.9448,0.8156,0,29,26,1,328,51,78,30,0.7309,9,8,572,0.55,1,9,8,29,30,0.8001,0.6953
2024-01-15,Agent_009,Agent_009,Support B,8.0,7.62,0.8692,0.816,0,78,74,2,280,44,65,33,0.6756,27,23,396,0.5876,4,19,16,18,21,0.8376,0.847
2024-01-15,Agent_010,Agent_010,Support B,8.0,8.04,0.9668,0.98,0,60,51,7,354,34,60,18,0.8153,14,12,373,0.7321,0,14,13,8,9,0.9469,0.7075
2024-01-15,Agent_011,Agent_011,Billing,8.0,7.64,0.9514,0.7227,0,27,23,4,357,30,47,16,0.701,17,16,548,0.55,0,18,14,19,23,0.9105,0.8748
2024-01-15,Agent_012,Agent_012,Billing,8.0,7.48,1.0146,0.8518,0,77,67,10,333,50,58,20,0.9152,13,12,288,0.6981,1,5,4,27,28,0.8454,0.5741
2024-01-15,Agent_013,Agent_013,Billing,8.0,7.89,0.9629,0.7893,0,42,39,2,413,53,48,28,0.7735,17,16,306,0.6737,1,7,7,23,23,0.8595,0.6808
2024-01-15,Agent_014,Agent_014,Billing,8.0,7.6,0.8935,0.8231,0,58,53,3,316,57,45,14,0.8676,21,20,381,0.6538,1,21,19,3,5,0.9547,0.7853
2024-01-15,Agent_015,Agent_015,Billing,9.0,8.76,0.8629,0.8428,0,33,29,4,464,38,29,27,0.8536,18,17,344,0.6334,1,11,9,3,5,0.8906,0.7172
2024-01-15,Agent_016,Agent_016,Tech Support,7.0,6.47,0.9446,0.828,0,74,67,5,410,54,87,39,0.798,16,15,493,0.55,0,20,17,11,14,0.7709,0.7281
2024-01-15,Agent_017,Agent_017,Tech Support,7.0,6.3,0.9515,0.8105,0,22,19,1,323,40,31,20,0.7329,12,11,436,0.6535,1,13,11,28,30,0.99,0.96
